인증업체코드,인증분야,인증분야명,name,lng,ltd,주소,전화
2597,1,위생등급제,하누소,126.9315903,37.54906928,서울특별시 마포구 서강로 65 (창전동1층2층),02-322-9283
2598,1,위생등급제,우리정육식당,126.8611574,37.53187407,서울특별시 강서구 곰달래로 254 1층 (화곡동 4동),02-2652-2284
2599,1,위생등급제,홍수계 안동찜닭,126.8548199,37.55847113,서울특별시 강서구 화곡로 398 4층 (등촌동 1동 홈플러스강서점),02-2668-1491
2600,1,위생등급제,엘레나키친 강서점,126.8548199,37.55847113,서울특별시 강서구 화곡로 398 4층 (등촌동 1동 홈플러스강서점),02-3661-9008
2601,4,저염실천음식점,현대옥 서울강서점,126.8520209,37.55451048,서울특별시 강서구 화곡로 346 (화곡동 6동 귀뚜라미홈시스템),
2602,1,위생등급제,뉴꽃향기,126.8375833,37.54056568,서울특별시 강서구 화곡로 142 지상 3층 301호 (화곡동 1동 화곡역 케이에스프리미어),02-3144-0501
2603,6,먹을만큼적당히,신선설농탕(화곡역점),126.8383387,37.54075773,서울특별시 강서구 화곡로 148 1층 (화곡동 1동),02-2693-1600
2604,1,위생등급제,하늘정원 더 파티,126.8487251,37.55018512,서울특별시 강서구 화곡로 292 2층 201호 (화곡동 6동 서광프리메라),02-2699-6677
2605,1,위생등급제,베이징화곡본점,0,0,서울특별시 강서구 화곡로 118 2~4층 (화곡동 1동 베이징빌딩),02-2699-7275
2606,1,위생등급제,줄줄이한식부페,126.8472084,37.53036479,서울특별시 강서구 강서로 27 9층 901호 (화곡동 1동 화곡심포니타워),02-2607-5333
2607,1,위생등급제,원조명동찌개마을,126.851144,37.50148366,서울특별시 구로구 경인로35길 131-44 (고척동),
2608,9,트랜스지방 안심제과점,파리바게뜨 화곡2동점,126.8576262,37.53254742,서울특별시 강서구 곰달래로49길 17 (화곡동(지상 1층)),02-6402-0409
2609,1,위생등급제,(주)아워홈푸드엠파이어롯데몰김포점 사보텐,126.7989445,37.5641772,서울특별시 강서구 하늘길 38 지하 2층 (방화동 2동 김포공항 스카이파크),02-6116-5731
2610,1,위생등급제,(주)아워홈한식소담길롯데몰김포점불고기명가,126.7989445,37.5641772,서울특별시 강서구 하늘길 38 지하 1층 (방화동 2동 김포공항 스카이파크),02-6116-5400
2611,1,위생등급제,유엔아이,126.9192424,37.5527808,서울특별시 마포구 양화로 104 (서교동.15(지하1층.1층)),02-334-6317
2612,1,위생등급제,씨제이푸드빌(주)빕스홍대YZ파크점,126.9249869,37.55724633,서울특별시 마포구 양화로 176 (동교동 YZ파크 6층),02-6740-4254
2613,1,위생등급제,(주)이랜드파크외식홍대2호점(자연별곡피자몰),0,0,서울특별시 마포구 양화로 153 23층 (동교동  토로스쇼핑타워 ),02-332-0540
2614,4,저염실천음식점,청원,126.9117592,37.55316108,서울특별시 마포구 월드컵로 43 (합정동1층),02-323-3124
2615,9,트랜스지방 안심제과점,뚜레쥬르,126.9043238,37.56212561,서울특별시 마포구 월드컵로 163 (망원동12층),02-812-2551
2616,1,위생등급제,합정동원조황소곱창구이전문,126.9089073,37.556853,서울특별시 마포구 월드컵로  91,02-337-6560
2617,4,저염실천음식점,서룡,126.8914036,37.5771106,서울특별시 마포구 월드컵북로 361 (상암동DMC 이안상암2단지 2층 201202203),
2618,6,먹을만큼적당히,광화문닭곰탕,126.8889811,37.58010685,서울특별시 마포구 월드컵북로 402 (상암동 KGIT센터 지하127호),
2619,9,트랜스지방 안심제과점,파리바게뜨발산중앙점,126.8360856,37.55277754,서울특별시 강서구 강서로 301 (내발산동(지상 1층)),02-2662-8208
2620,1,위생등급제,공항컨벤션웨딩,126.8373878,37.55766635,서울특별시 강서구 강서로 357 지하1층 2~4층 (내발산동 1동),02-2666-3300
2621,1,위생등급제,다도해,126.8088786,37.56207456,서울특별시 강서구 방화동로 10-1 1층 (공항동),02-2661-0176
2622,1,위생등급제,김가네설렁탕,126.8121212,37.56529812,서울특별시 강서구 방화동로 56 1층 (방화동 1동),02-2666-0666
2623,1,위생등급제,황소곱창구이,126.8097748,37.56039655,서울특별시 강서구 송정로 63 1층 (공항동),02-2664-0832
2624,1,위생등급제,이조화로구이,126.877458,37.54863628,서울특별시 강서구 양천로 738 A동 1~2층 (염창동),02-2644-8592
2625,4,저염실천음식점,갯마을식당,126.8424509,37.5675301,서울특별시 강서구 양천로 362 1층 (가양동 1동),02-3662-5112
2626,1,위생등급제,놀부보쌈,126.8122944,37.57383982,서울특별시 강서구 양천로 75 1층 (방화동 1동),02-2666-5001
2627,1,위생등급제,대동관,0,0,서울특별시 강서구 우장산로 120 1~2층 (화곡동 6동),02-2690-7288
2628,1,위생등급제,해촌샤브칼국수,126.8388388,37.5544752,서울특별시 강서구 우장산로 16 2층 (내발산동 우장산동),02-3662-6523
2629,6,먹을만큼적당히,태능숯불갈비,126.8122014,37.56760479,서울특별시 강서구 초원로 62 1층 (방화동 2동),02-2662-7892
2630,6,먹을만큼적당히,청평민물매운탕,126.8982894,37.45500195,서울특별시 금천구 시흥대로63길 25 (시흥동지상1층 (발소길 56)),02-802-9959
2631,6,먹을만큼적당히,김박사손칼국수,126.9432029,37.54040422,서울특별시 마포구 토정로 307 (용강동),02-714-2245
2632,6,먹을만큼적당히,마포본토갈비,126.9405764,37.54223737,서울특별시 마포구 토정로 275 (용강동1.2층),02-714-4936
2633,6,먹을만큼적당히,참식당,126.9435697,37.54016654,서울특별시 마포구 토정로 311 (용강동),02-706-2432
2634,6,먹을만큼적당히,조마루뼈다귀마포점,126.9393902,37.54260798,서울특별시 마포구 토정로 266 (용강동),02-717-5551
2635,1,위생등급제,해강,126.9437649,37.53943141,서울특별시 마포구 토정로 318 (용강동),02-711-6181
2636,9,트랜스지방 안심제과점,뚜레쥬르 개봉역북부점,126.8590319,37.49502772,서울특별시 구로구 경인로40길 41 (개봉동67(1층)),02-2613-4269
2637,6,먹을만큼적당히,막회무침나라,126.8993831,37.45524796,서울특별시 금천구 시흥대로71길 40 지상1층 (시흥동),02-807-8882
2638,6,먹을만큼적당히,싱싱해물요리,126.900044,37.45802364,서울특별시 금천구 시흥대로76길 10 (시흥동 지상1층),02-805-0063
2639,1,위생등급제,서강8경,126.9253387,37.54493892,서울특별시 마포구 토정로 128 6층 (상수동),02-334-0070
2640,1,위생등급제,착한낙지목동점,126.867043,37.53052934,서울특별시 양천구 국회대로 289 (목동),02-2644-1412
2641,1,위생등급제,은성갈비,126.9034751,37.47945973,서울특별시 금천구 남부순환로 1372 (독산동지상1층),02-839-5004
2642,1,위생등급제,신선설농탕,126.8975638,37.46995091,서울특별시 금천구 시흥대로 405 (독산동지상1층),02-851-1900
2643,1,위생등급제,마라도,126.89764,37.4704231,서울특별시 금천구 시흥대로 413 (독산동지하1층  (시흥대로 274)),02-0865-8545
2644,4,저염실천음식점,명가원설렁탕,126.898353,37.46812073,서울특별시 금천구 시흥대로 388,
2645,1,위생등급제,우시장3호집,126.8980709,37.466077,서울특별시 금천구 시흥대로 364 (독산동지상1층 (시흥대로321)),02-808-0756
2646,1,위생등급제,강강술래시흥점,126.9014731,37.45075547,서울특별시 금천구 시흥대로 191 지상123층 (시흥동),02-808-1888
2647,1,위생등급제,청진동 해장국,126.9041455,37.44315672,서울특별시 금천구 시흥대로 102 101호 (시흥동),02-896-9426
2648,6,먹을만큼적당히,마포숯불갈비,126.8998862,37.45767752,서울특별시 금천구 시흥대로 268 (시흥동지상1층(시흥대로 419)),02-802-7577
2649,1,위생등급제,유가네버섯칼국수 부대찌게,126.8999181,37.45752257,서울특별시 금천구 시흥대로 266 (시흥동),02-895-9876
2650,1,위생등급제,소공동뚝배기,126.8838721,37.48143873,서울특별시 금천구 벚꽃로 298 (가산동대륭포스트타워6차 B118호),02-2083-8833
2651,1,위생등급제,E.S. 푸드우림,126.8880003,37.46683555,서울특별시 금천구 가산디지털1로 2 지하1층 비119호 (가산동 우림라이온스2차),02-2027-2235
2652,1,위생등급제,(주)가산 진진바라,126.881583,37.48191219,서울특별시 금천구 가산디지털1로 186 (가산동 제이플라츠지하1층 B107B107-1B107-2B113-1),02-2028-4500
2653,1,위생등급제,원당감자탕,126.8861111,37.47230828,서울특별시 금천구 가산디지털1로 70 (가산동호서대벤처타워 105호),02-2627-5353
2654,1,위생등급제,한성,126.8826353,37.47996706,서울특별시 금천구 가산디지털1로 168 (가산동우림라이온스밸리 A동 B106호 (가산디지털1길71)),02-2026-0026
2655,1,위생등급제,예쁜돼지 독산역점,0,0,서울특별시 금천구 가산디지털1로 45 206207호 (가산동 이앤씨드림타워8차),02-6340-6777
2656,1,위생등급제,웰빙네 건강쌈,126.9043887,37.46160245,서울특별시 금천구 독산로  159,02-804-5233
2657,4,저염실천음식점,강서복집,126.8640352,37.55203817,서울특별시 강서구 공항대로59길 8 (등촌동 3동),02-3661-6672
2658,1,위생등급제,하우돈,126.9061805,37.51836375,서울특별시 영등포구 영중로8길 6 (영등포동3가1층),02-2631-8778
2659,1,위생등급제,여의도 생고기 본점,126.9307706,37.5200746,서울특별시 영등포구 의사당대로1길 34 (여의도동인영빌딩지하1층),02-782-3376
2660,10,안심마트,경유산업(주)태평백화점,126.9816646,37.4868788,서울특별시 동작구 동작대로 115 (사당동),02-595-8000
2661,7,안심식육판매소,독산정육점,126.9037915,37.46541144,서울특별시 금천구 독산로64길 23,02-856-7006
2662,4,저염실천음식점,정가,126.9398502,37.48274911,서울특별시 관악구 남부순환로 1710 지하1~지상1층 (봉천동),02-884-8988
2663,1,위생등급제,207삼계탕,126.9509179,37.48108916,서울특별시 관악구 남부순환로 1808 (봉천동관악센츄리타워1층1호~21호(9호10호제외)),02-872-1100
2664,4,저염실천음식점,구수옥설렁탕,126.9385019,37.48341155,서울특별시 관악구 남부순환로 1696 지상1층 (봉천동),02-883-8860
2665,1,위생등급제,정가,126.9398502,37.48274911,서울특별시 관악구 남부순환로 1710 지하1~지상1층 (봉천동),02-884-8988
2666,6,먹을만큼적당히,본도시락,126.9562458,37.48025511,서울특별시 관악구 남부순환로 1855 1층 (봉천동),
2667,2,채식메뉴음식점,빕스 봉천역점,126.9401171,37.48266635,서울특별시 관악구 남부순환로 1712 지상1234층 (봉천동),02-882-0254
2668,1,위생등급제,돈그라미,126.9535678,37.48143982,서울특별시 관악구 남부순환로 1829-5 2층 (봉천동),02-882-5882
2669,1,위생등급제,막쌈냉면,126.9281669,37.48429592,서울특별시 관악구 남부순환로 1599 지하1층 (신림동),02-882-2110
2670,4,저염실천음식점,고우정,126.9809521,37.47843804,서울특별시 동작구 동작대로3길 8,02-521-6761
2671,2,채식메뉴음식점,비비고 청담CGV점,127.0369917,37.52304799,서울특별시 강남구 도산대로49길 3 (신사동지상2층),02-6740-4254
2672,10,안심마트,롯데쇼핑(주)롯데슈퍼대치점,127.0626786,37.49977683,서울특별시 강남구 도곡로 515 (대치동지상1층),
2673,6,먹을만큼적당히,본도시락 신논현역점,127.0261703,37.50398925,서울특별시 강남구 강남대로110길 15 (역삼동지상1층),02-567-1398
2674,5,건강음식점,가마솥손두부,126.9322479,37.51262236,서울특별시 동작구 등용로 128 (대방동),02-823-5533
2675,1,위생등급제,강천매운탕추어탕,126.9321446,37.51184023,서울특별시 동작구 등용로 120 (대방동 1층),02-815-5799
2676,1,위생등급제,가마솥손두부,126.9322479,37.51262236,서울특별시 동작구 등용로 128 (대방동),02-823-5533
2677,4,저염실천음식점,행복한 밥상,126.9476882,37.50801346,서울특별시 동작구 만양로 40-2 (노량진동 1층),02-813-7738
2678,1,위생등급제,시래불고기 화풍정,126.9317753,37.49994315,서울특별시 동작구 상도로 102 (상도동),02-814-3392
2679,1,위생등급제,개성보쌈,126.9622603,37.50781359,서울특별시 동작구 서달로 161-1 (흑석동18),02-812-6994
2680,4,저염실천음식점,등촌샤브칼국수,126.9599805,37.50726863,서울특별시 동작구 흑석로 94 (흑석동),02-812-1177
2681,1,위생등급제,평안도찹쌀순대전문점,126.96042,37.5060362,서울특별시 동작구 흑석로 102 (흑석동지하106호),02-824-2346
2682,1,위생등급제,씨제이푸드빌(주)빕스 대방점,126.9257694,37.51223284,서울특별시 동작구 노량진로 2 (대방동),02-3280-1997
2683,1,위생등급제,놀부보쌈,126.9380192,37.50385335,서울특별시 동작구 상도로26길 4 (상도동),02-822-5437
2684,1,위생등급제,지호한방삼게탕동작점,126.9388244,37.50382494,서울특별시 동작구 상도로26길 18 (상도동),02-811-1569
2685,1,위생등급제,해신(대게축제),126.9019105,37.48279938,서울특별시 관악구 시흥대로 558-1 (신림동),02-861-2533
2686,1,위생등급제,풍무 양꼬치,126.9028181,37.48388855,서울특별시 관악구 시흥대로 572 1층 (신림동),02-809-9292
2687,4,저염실천음식점,더덕순대,126.9628956,37.47643711,서울특별시 관악구 봉천로 592 (봉천동),
2688,1,위생등급제,양평해장국,126.9419529,37.48303848,서울특별시 관악구 봉천로 380 (봉천동지상1층),02-882-8148
2689,9,트랜스지방 안심제과점,파리바게뜨 서울대입구역점,126.9529839,37.48233339,서울특별시 관악구 봉천로 475 (봉천동지상1층),02-872-7797
2690,1,위생등급제,원조나주곰탕봉천점,126.9257728,37.49052581,서울특별시 관악구 봉천로 213-18 1층 (봉천동),02-886-9353
2691,1,위생등급제,명품횡성한우가,126.9305289,37.48790497,서울특별시 관악구 봉천로 266 (신림동),02-877-7030
2692,1,위생등급제,옛날육개장,126.9528414,37.47884102,서울특별시 관악구 관악로 154-6 1층 (봉천동),02-878-0233
2693,1,위생등급제,사월에쭈꾸미 관악구청지점,126.9527067,37.47724798,서울특별시 관악구 관악로 134 1층 (봉천동),02-885-9252
2694,1,위생등급제,신선설농탕,126.9520448,37.47987506,서울특별시 관악구 관악로 163 (봉천동(1호)지상1층),02-871-9500
2695,1,위생등급제,계절밥상 신림역점,126.9300977,37.484762,서울특별시 관악구 신림로 340 3층 (신림동 르네상스 복합쇼핑몰),02-879-2013
2696,1,위생등급제,할매보쌈,126.9292466,37.48564808,서울특별시 관악구 신림로 351 (신림동) 2층,02-885-4724
2697,1,위생등급제,긴자,126.9237988,37.52362747,서울특별시 영등포구 국제금융로2길 36 (여의도동유화빌딩 지하1층),02-785-4200
2698,1,위생등급제,(주)엠에프지코리아 매드포갈릭 여의도점,126.9244952,37.52408202,서울특별시 영등포구 국제금융로2길 28 (여의도동유진투자증권빌딩 지하1층),02-783-5296
2699,1,위생등급제,나리스키친,126.9237988,37.52362747,서울특별시 영등포구 국제금융로2길 36 (여의도동 유화증권빌딩 지하1층),02-3770-1111
2700,4,저염실천음식점,여일정,126.9291078,37.52240541,서울특별시 영등포구 국제금융로6길 7 (여의도동한양빌딩 지하101호),02-785-7267
2701,1,위생등급제,뚝심한우여의도점,126.9269725,37.52195361,서울특별시 영등포구 국제금융로6길 26 한국노총빌딩 (여의도동지상2층),02-6277-2800
2702,1,위생등급제,만가옥,126.9319805,37.52316034,서울특별시 영등포구 국제금융로7길 15 2동 2층 (여의도동 삼부상가 상가호(2002~2006호2010호2012~2020호)),02-780-5579
2703,1,위생등급제,세렌체,126.8979772,37.51836776,서울특별시 영등포구 문래로26길 6 (문래동3가벽산메가트리움 B101동 지하1층 제비101호~119호(전체)),02-2636-7666
2704,1,위생등급제,조마루뼈다귀,126.9032978,37.48363306,서울특별시 관악구 조원로 7 1층 (신림동),02-858-4363
2705,4,저염실천음식점,궁중순대보쌈,126.9349132,37.51206163,서울특별시 동작구 등용로14길 64 (노량진동),02-817-8664
2706,1,위생등급제,사임당,126.9348316,37.51224539,서울특별시 동작구 등용로14길 60 (노량진동),02-813-7255
2707,1,위생등급제,CAFE JUICY(카페주시),126.9570882,37.47811102,서울특별시 관악구 관악로14길 84 1층 (봉천동),
2708,1,위생등급제,찌개마을,126.9514522,37.48017395,서울특별시 관악구 관악로15길 17 1층 (봉천동),02-877-5563
2709,1,위생등급제,함흥냉면,126.906777,37.51898771,서울특별시 영등포구 영등포로42길 6 (영등포동3가1층),02-2678-2722
2710,1,위생등급제,마산아구찜,126.9067875,37.51781281,서울특별시 영등포구 영등포로42길 19 (영등포동3가외913호 1층),02-2678-0485
2711,1,위생등급제,비봉,126.9172794,37.52674416,서울특별시 영등포구 국회대로62길 21 (여의도동동성빌딩지하1층),02-761-9504
2712,1,위생등급제,사보텐 교대역점,127.0156957,37.49472515,서울특별시 서초구 서초중앙로24길 20 (서초동),
2713,1,위생등급제,에이스11차점,126.8934776,37.48160996,서울특별시 구로구 디지털로26길 5 (구로동에이스하이엔드타워 지하 B109호),02-6220-2020
2714,1,위생등급제,육간청,126.8925565,37.48374271,서울특별시 구로구 디지털로27길 36 (구로동 이-스페이스타워) 110호,02-866-0901
2715,1,위생등급제,다온푸드,126.896316,37.48286669,서울특별시 구로구 디지털로30길 31 지1층 B101호 (구로동 코오롱디지털빌란트2차),02-2081-1688
2716,1,위생등급제,마리오푸드,0,0,서울특별시 구로구 디지털로30길 28 106107108호 (구로동 마리오타워),02-890-6637
2717,1,위생등급제,에이스5차점,126.8943449,37.48552111,서울특별시 구로구 디지털로31길 20 (구로동에이스테크노타워5차 지하1층),02-2109-6206
2718,6,먹을만큼적당히,Mr. Lao (엠알.엘에이오),126.8937149,37.48652247,서울특별시 구로구 디지털로31길 38-21 (구로동이앤씨벤처드림타워3차 203호),
2719,1,위생등급제,구로디지털역점 돌배기집,126.9004943,37.48327033,서울특별시 구로구 디지털로32길 97-3 (구로동),02-2604-7966
2720,1,위생등급제,옛날마차 신관,126.9007472,37.48354445,서울특별시 구로구 디지털로32길 97-13 (구로동),02-866-3779
2721,1,위생등급제,메이비(May-B),126.9003836,37.48490286,서울특별시 구로구 디지털로32나길 51 (구로동),02-859-3073
2722,6,먹을만큼적당히,춘자싸롱,126.9001274,37.48372413,서울특별시 구로구 디지털로32나길 11 (구로동),02-869-4873
2723,1,위생등급제,풍년갈비,126.8900782,37.47749825,서울특별시 금천구 디지털로12길  33,02-864-5416
2724,4,저염실천음식점,사리원유승배만두,126.9506302,37.49915244,서울특별시 동작구 상도로50길 2-15 (상도1동),02-814-6022
2725,1,위생등급제,마포갈매기,126.9541338,37.49511013,서울특별시 동작구 상도로60길 2 (상도동 1층),02-3280-6092
2726,4,저염실천음식점,이필배의 진짜루명태촌,126.9535728,37.49540544,서울특별시 동작구 상도로62길 25 (상도동 2층),02-815-2322
2727,1,위생등급제,천미향,127.0644592,37.5136045,서울특별시 강남구 봉은사로108길 21 (삼성동지상23층),02-558-5838
2728,1,위생등급제,여의도진진,126.9208282,37.52997578,서울특별시 영등포구 국회대로72길 11 (여의도동프린스오피스텔 101102호),02-761-5454
2729,6,먹을만큼적당히,부산갈비,126.9208282,37.52997578,서울특별시 영등포구 국회대로72길 11 (여의도동프린스텔빌딩 지하7.8.9호),02-761-3334
2730,6,먹을만큼적당히,종가순대국,126.8870369,37.52112568,서울특별시 영등포구 선유로17길 24 (문래동6가 신일아르디세 103호),02-2677-3330
2731,4,저염실천음식점,바달비,126.9294932,37.48796562,서울특별시 관악구 봉천로12길 17,02-889-2600
2732,1,위생등급제,장원한정식,127.0128822,37.49428941,서울특별시 서초구 법원로2길 19 지하1층,02-593-8466
2733,1,위생등급제,(주)아워홈키사라 강남,127.0286286,37.49704733,서울특별시 강남구 강남대로 382 (역삼동메리츠타워지하1층),02-510-0865
2734,2,채식메뉴음식점,씨제이푸드빌(주) 빕스 강남역점,127.0275348,37.49921361,서울특별시 강남구 강남대로  408 신성빌딩 3층,02-558-7415
2735,6,먹을만큼적당히,(주)일본요리점청산,127.0407157,37.52296748,서울특별시 강남구 도산대로 412 (청담동),02-3442-4451
2736,2,채식메뉴음식점,씨제이푸드빌(주)다담청담점,127.044789,37.52433553,서울특별시 강남구 도산대로 445 지하1층 (청담동),02-518-6161
2737,1,위생등급제,무화잠압구정점,127.0296829,37.52059573,서울특별시 강남구 도산대로 211 (신사동),02-3445-0003
2738,1,위생등급제,등대,127.0657277,37.50521004,서울특별시 강남구 영동대로 342 (대치동지상1층),02-562-0505
2739,1,위생등급제,역삼버드나무집,127.0419592,37.50530016,서울특별시 강남구 언주로 522 (역삼동지상123층),02-556-3392
2740,1,위생등급제,(주)논현,127.035754,37.51815052,서울특별시 강남구 언주로 720 (논현동지상12층),02-3444-5510
2741,10,안심마트,롯데쇼핑(주)롯데슈퍼점,127.0497557,37.48760497,서울특별시 강남구 언주로 123 (도곡동지하1층),02-2209-5735
2742,14,채식전문음식점,러빙헛 에스엠(SM)채식뷔페,127.0462166,37.47657806,서울특별시 강남구 논현로 72 (개포동),
2743,1,위생등급제,김명자 낙지마당개포점,127.04736,37.47543873,서울특별시 강남구 논현로 56 (개포동지상1층),02-579-7001
2744,6,먹을만큼적당히,신선설농탕,127.0419614,37.48495543,서울특별시 강남구 논현로 172 (도곡동.10),
2745,9,트랜스지방 안심제과점,뚜레쥬르일원2동점,127.0755862,37.49265853,서울특별시 강남구 개포로 615 (개포동석탑프라자지상1층104호),02-445-7477
2746,1,위생등급제,왔다 산 아나고구이,126.9001925,37.48236186,서울특별시 구로구 디지털로32다길 9 (구로동 라이프풀러스 1층),02-888-8146
2747,1,위생등급제,도쿄짬뽕,126.8955115,37.48570596,서울특별시 구로구 디지털로33길 11  (구로동 에이스테크노타워8차)103호,02-865-1599
2748,1,위생등급제,한끼식사,126.8930452,37.48675973,서울특별시 구로구 디지털로33길 55 지1층 B101호 (구로동 이앤씨벤처드림2차),02-855-7909
2749,1,위생등급제,장사랑의고깃간,126.8945053,37.4872584,서울특별시 구로구 디지털로33길 48 (구로동 대륭포스트타워7차 206호207호),02-3281-9293
2750,1,위생등급제,부엔구스또,126.8945053,37.4872584,서울특별시 구로구 디지털로33길 48 2층 205호 (구로동 대륭포스트타워7차),02-853-8636
2751,1,위생등급제,장수골,126.8946698,37.48605841,서울특별시 구로구 디지털로33길 27 106호 (구로동 삼성아이티밸리),02-864-6286
2752,1,위생등급제,씨제이푸드빌(주)빕스구로디지털단지역점,126.8992809,37.48428564,서울특별시 구로구 디지털로34길 55 2층 216호 (구로동 코오롱싸이언스밸리),02-2105-5727
2753,2,채식메뉴음식점,씨제이푸드빌(주)빕스구로디지털단지역점,126.8992809,37.48428564,서울특별시 구로구 디지털로34길 55 2층 216호 (구로동 코오롱싸이언스밸리),02-2105-5727
2754,1,위생등급제,가마솥손두부,126.9801971,37.47773513,서울특별시 동작구 남부순환로271길 20 (사당동),02-3472-2202
2755,1,위생등급제,해오름갈비,126.9623109,37.50618459,서울특별시 동작구 서달로10길 11 (흑석동) 흑석민자 주차장1층,02-824-8866
2756,1,위생등급제,통큰생오리,126.9043068,37.5187731,서울특별시 영등포구 영신로32길 28 (영등포동4가1층),02-2637-4794
2757,1,위생등급제,강고집,126.924094,37.49127438,서울특별시 동작구 보라매로5가길 16 (신대방동보라매아카데미 지하1층),02-833-5252
2758,1,위생등급제,삼봉,126.9366459,37.46944132,서울특별시 관악구 호암로24길 63 1층 (신림동),
2759,1,위생등급제,대포항,126.8831429,37.48216963,서울특별시 금천구 벚꽃로40길 3 (가산동(골막1길 3)),02-855-9536
2760,6,먹을만큼적당히,제주락,126.892463,37.4606083,서울특별시 금천구 벚꽃로6길 3 (독산동금천이랜드해가든아파트 101동 B02호),02-894-4963
2761,1,위생등급제,스시히로바,127.0526243,37.51496547,서울특별시 강남구 삼성로 620 (삼성동지상12층),02-515-5511
2762,1,위생등급제,(주)아워홈 맘초이,127.0319067,37.49382809,서울특별시 강남구 역삼로 115 지하1층 (역삼동),
2763,1,위생등급제,생태명가,127.0386338,37.49588758,서울특별시 강남구 역삼로 179 (역삼동지상1층),02-501-9292
2764,2,채식메뉴음식점,월화당,127.038471,37.49583358,서울특별시 강남구 역삼로 177 (역삼동지상1층),02-568-8520
2765,1,위생등급제,하꼬네,127.060809,37.50919151,서울특별시 강남구 테헤란로 521 지상1층 (삼성동 인터콘티넨탈),02-559-7034
2766,1,위생등급제,솜리,127.0597634,37.5086154,서울특별시 강남구 테헤란로 517 지상10층 (삼성동 현대백화점),02-554-6090
2767,1,위생등급제,국빈관,126.8943268,37.53691797,서울특별시 영등포구 선유로49길 29-1 (양평동4가),02-2647-3606
2768,1,위생등급제,광양림,126.8882985,37.51861489,서울특별시 영등포구 선유로9가길 16 (문래동6가 광양림빌딩 1~3층),02-2677-5775
2769,11,안심떡집,수연떡방,126.9419357,37.48189599,서울특별시 관악구 남부순환로206길 7 (봉천동),
2770,1,위생등급제,빕스영등포타임스퀘어점,126.903716,37.51723371,서울특별시 영등포구 영중로 15 (영등포동4가 타임스퀘어 5층),
2771,1,위생등급제,칠보면옥,126.903716,37.51723371,서울특별시 영등포구 영중로 15 (영등포동4가신세계백화점 9층),032 325 7607
2772,1,위생등급제,딘타이펑타임스퀘어점,126.903716,37.51723371,서울특별시 영등포구 영중로 15 4층 (영등포동4가 경방타임스퀘어 단지),02-2638-2780
2773,4,저염실천음식점,남도마루,126.9196678,37.52751346,서울특별시 영등포구 은행로 3 (여의도동 익스콘벤처타워 101호(일부)),02-761-9937
2774,1,위생등급제,부전,126.9057644,37.48945917,서울특별시 영등포구 대림로 76 (대림동지상12층),02-844-7598
2775,6,먹을만큼적당히,부산돼지국밥,126.9056473,37.4890374,서울특별시 영등포구 대림로 73 (대림동 지상1층),02-1577-6334
2776,1,위생등급제,농촌순두부(차현희냄새없는청국장),126.9057223,37.51930763,서울특별시 영등포구 영중로10길 3 (영등포동3가1~2층),02-2676-0592
2777,1,위생등급제,구름산추어탕,126.980595,37.47786494,서울특별시 동작구 사당로30길 158 (사당동),02-0521-1224
2778,1,위생등급제,새마을식당,126.9803529,37.48714529,서울특별시 동작구 동작대로27다길 10 (사당동),02-593-3392
2779,4,저염실천음식점,우리집,126.9812526,37.48848253,서울특별시 동작구 동작대로29가길 9 (사당동),02-599-6802
2780,1,위생등급제,강촌식당,126.9797002,37.47571318,서울특별시 관악구 남현1길 40 1층 (남현동),02-582-5240
2781,1,위생등급제,명동칼국수 샤브샤브,127.0096791,37.48975584,서울특별시 서초구 서초대로42길 51 1층 (서초동),02-522-1866
2782,1,위생등급제,거제 지심도,127.0120543,37.49370925,서울특별시 서초구 서초대로49길 5 (서초동승보빌딩),02-3477-1616
2783,1,위생등급제,두레,127.0161206,37.49344206,서울특별시 서초구 서초대로54길 15,02-586-6560
2784,7,안심식육판매소,(주)지에스리테일 주양점,127.1534613,37.55239875,서울특별시 강동구 고덕로62길 55,02-428-4163
2785,1,위생등급제,금수강산,127.0585327,37.50837815,서울특별시 강남구 삼성로92길 27 (삼성동),02-562-3257
2786,4,저염실천음식점,아리차이,126.9282723,37.48763332,서울특별시 관악구 신림동길 4,02-877-1272
2787,1,위생등급제,리치돈까스,126.9390057,37.47005525,서울특별시 관악구 신림로11길 9 1층 (신림동),02-882-7611
2788,1,위생등급제,강남교자,127.0242695,37.50147404,서울특별시 서초구 강남대로69길 11 (서초동1호 201203204호),02-532-2789
2789,1,위생등급제,긴자,127.125224,37.51212131,서울특별시 송파구 위례성대로16길 5 (방이동),02-425-4612
2790,4,저염실천음식점,함흥본가면옥,127.1219633,37.49344868,서울특별시 송파구 중대로10길 5 지상1층 (가락동),
2791,1,위생등급제,엉터리생고기,127.1220944,37.52956439,서울특별시 강동구 성내동 555-1,
2792,1,위생등급제,삼성웰스토리(주) 서초물산,127.0261223,37.49595949,서울특별시 서초구 서초대로74길 14 지하2층 (서초동),02-2145-7994
2793,1,위생등급제,연타발,127.026503,37.49806055,서울특별시 서초구 서초대로77길 3 (서초동외4필지 지하1층),02-536-9282
2794,1,위생등급제,메콩타이 강남역점,127.0263629,37.49844982,서울특별시 서초구 서초대로77길 7 2층 (서초동),02-3481-3285
